Rank,Team,off_eff,def_eff,possessions,Elo
309,Eastern Kentucky Colonels,110.4170078153344,118.58069455158905,70.00357142857142,1430.9740086844013
310,Long Beach State Beach,102.3229122568077,110.11228433698163,71.645,1429.8404962794891
311,Indiana State Sycamores,102.6590131616157,108.73480997460396,69.99568965517241,1429.4508640475194
312,Princeton Tigers,104.55282505405928,110.8200653571137,64.76517857142856,1429.3352242441297
313,UAlbany Great Danes,105.011379678581,113.30025309653055,65.72672413793103,1427.2082108717725
314,Western Michigan Broncos,105.67656911161576,116.84420648654891,69.50535714285715,1427.0691857771776
315,Lamar Cardinals,103.55329329482468,106.40362384926034,66.0853448275862,1427.0543515752795
316,Fairleigh Dickinson Knights,101.35762801664711,112.35048063821733,64.37241379310345,1425.9706262258726
317,UC Riverside Highlanders,100.71032337551715,111.66974608638701,71.12666666666668,1423.6576999518268
318,La Salle Explorers,100.56537019894535,112.99899195561699,66.56612903225808,1423.0080592364775
319,Sacramento State Hornets,104.24991302563573,114.85486888535921,72.59464285714286,1422.6730553225598
320,Utah Utes,108.41870146014918,116.38397260693094,68.52265625,1422.1248444758585
321,Northwestern State Demons,100.90752358149395,111.72953250079401,65.5275,1421.7294938412258
322,South Carolina State Bulldogs,95.7177651918809,113.83864367916847,69.77499999999999,1421.2459079258424
323,Oral Roberts Golden Eagles,102.65317929533515,114.88332484847125,69.9,1419.639738238956
324,Georgia State Panthers,99.4674252306152,109.29676703404611,69.0425,1418.7647208480005
325,Northern Illinois Huskies,96.18650833016045,114.04206035627332,69.16574074074073,1418.7122638019907
326,East Texas A&M Lions,98.54406431067802,110.53142407032988,68.42,1418.4369128668563
327,Eastern Michigan Eagles,102.51338090786918,107.2355956080526,68.50666666666666,1416.3985038805183
328,Pepperdine Waves,100.25199857058178,113.78213006113462,70.02416666666666,1414.708462510666
329,San José State Spartans,106.7057618350247,120.30855651409345,65.81583333333333,1414.4340788924526
330,Canisius Golden Griffins,96.39216680206727,110.22765239429035,64.55916666666667,1413.6806987910168
331,SE Louisiana Lions,98.5523312074923,108.42661822090457,65.92666666666666,1412.45697506526
332,Army Black Knights,103.37983986715358,114.93133777282202,68.49666666666667,1412.0193234098203
333,Holy Cross Crusaders,102.91933362327893,113.8189070882899,65.93951612903226,1411.6648366530146
334,Bucknell Bison,99.31075415737061,112.85554186386926,67.82424242424241,1410.504096178556
335,Northern Arizona Lumberjacks,104.13970922571747,118.86647740245098,65.48189655172413,1407.7455997605966
336,North Alabama Lions,102.37317676342452,117.49806962274164,66.20769230769231,1404.3840175224664
337,Niagara Purple Eagles,99.97334507977563,113.39512415106202,63.512068965517244,1402.9905759243595
338,Alcorn State Braves,96.34287148802613,114.41601129084275,69.5796875,1402.6675450124665
339,New Hampshire Wildcats,96.30255177098478,110.99803050232104,69.05803571428571,1402.1089912551763
340,Alabama State Hornets,100.45440219666531,108.78448974611587,71.07177419354838,1401.6637426415416
341,Bryant Bulldogs,96.13593387091153,113.0846062459364,65.4801724137931,1399.7148452943427
342,Maine Black Bears,95.16640470769963,105.01755932473604,64.52580645161291,1391.7238996114145
343,Binghamton Bearcats,99.81838367370696,115.98175793271754,66.95446428571428,1391.6663878515844
344,Maryland Eastern Shore Hawks,94.2189328758721,109.03667460335127,65.99310344827586,1391.4509608530243
345,Evansville Purple Aces,96.75589313781089,115.42202832151062,67.92666666666666,1391.040331628648
346,Delaware State Hornets,89.3730681483744,107.64404059878527,67.25576923076923,1389.1028724412267
347,Chicago State Cougars,98.99712455937237,115.44350269071175,65.97177419354838,1386.681450247137
348,Coppin State Eagles,92.83010690506937,116.50941729864363,69.32416666666667,1386.4640974952752
349,Northeastern Huskies,106.79673344790764,116.29959743941457,70.125,1383.9894111234028
350,North Florida Ospreys,106.37700824064419,123.75053908822277,72.56964285714285,1379.969324607549
351,Cal State Bakersfield Roadrunners,99.00477993981394,114.96859393259673,72.84666666666666,1378.276236622793
352,Saint Francis Red Flash,99.80232067068063,117.8315715516179,70.25431034482759,1375.053722629928
353,IU Indianapolis Jaguars,107.23740651706815,118.80273769038962,75.36833333333334,1372.0796396737735
354,UTSA Roadrunners,96.73119839978975,119.46279190478053,69.8,1362.2944911002053
355,Rider Broncs,95.28125424982319,116.68964141702952,65.68303571428571,1354.851617077036
356,VMI Keydets,101.46333673325843,124.30790903063395,67.16428571428571,1348.9393992074492
357,Western Illinois Leathernecks,92.87804028571617,115.01077334368165,66.91562499999999,1348.2552235162373
358,Gardner-Webb Runnin' Bulldogs,93.24832620836551,121.41405724519205,70.72500000000001,1344.7344990467184
359,UL Monroe Warhawks,100.34125623306426,119.8376297485069,71.37166666666667,1335.796716401333
360,Kansas City Roos,93.72915313095794,118.4417749657009,71.52962962962962,1334.670222755772
361,Air Force Falcons,91.3093071796826,118.73948268471875,67.3953125,1329.070212208993
362,Mississippi Valley State Delta Devils,90.35295271145958,119.49428457306028,70.3140625,1306.2556288534115
